score;text;klasifikasi
-1;bjorka bukan orang jahatdia ingin menegakkan keadilan untuk indonesia;Negatif
-1;bikin lagi bjorka kamu kan hacker aku mendukungmu;Negatif
-1;alhamdulillah saya jg tidak vaksin tp bisa melalang buana kesana kemari;Negatif
-1;bjorka disebutsebut merupakan hacker internasioanal sebab bjorka kerap menuliskan tweettweetnya menggunakan bahasa inggris;Negatif
-1;bjorka jebol data negara mahfud saya pastikan itu memang terjadi;Negatif
-1;mana vac id nya sama semua lagi;Negatif
-1;akun twetter bjorkanism lenyap;Negatif
-1;untung bukan made in sambool;Negatif
-1;seorang ibu sebanding dg menteri pak jkw yg sekarang apalagi sekelas menteri yg di katakan idiot oleh;Negatif
-1;rekomendasi kaos tee crop korea fashion baju wanita croptop cotton combat s tidak nerawang klik disini;Negatif
-1;anjay mabar;Negatif
-1;akunnya dia masih ditangguhkan;Negatif
-1;rakyat malah seneng bgt rahasia data pemerintah di umbar kan lucu rakyat kita ini ayoooh monggo bobol aja smua;Negatif
-1;seneng bgdd udah saatnya doi mundur masih untung gak dipecat;Negatif
-1;liat profil saya trus klik linknya;Negatif
-1;rumah dimasukin maling gara pintu kaga ditutup ya tolol namanya malah nyalahin maling;Negatif
-1;ternyata di atas bjorka msh ada yg lebih pintar yakni netizen andro apa ios;Negatif
-1;kena suspend ya;Negatif
-1;waduh apaan tuh gw masih nob bang saking nob nya level god bisa dibeli euro;Negatif
-1;waduhgak tau jga klo bener nak kbgusan sejatinya saiya gak teeuu kok tanya saiyah xixi;Negatif
-1;muka lu kek kontol mas;Negatif
-1;parah sii;Negatif
-1;mendingan nyari koruptor aja deh pak yg jelas wujudnya contohnya harun masiku sama si apeng yang maling triliunan kan lumayan duitnya bisa buat nyicil hutang;Negatif
-1;eh beneran dah ilang dong;Negatif
-1;haha kasi paham;Negatif
-1;apa hubungan dan or;Negatif
-1;bagus donk boomer udh waktunya istirahat bukannya ngurusin teknologi;Negatif
-1;data pribadi diperjualbelikan di forum online;Negatif
-1;tapi dia udah buat akun twitter lagi;Negatif
-1;jakarta anak nya;Negatif
-1;pdhl login mau liat tweetnya bjorkanism eh akunnya ilang;Negatif
-1;apakah mereyang didalam sana peduli tentu tidakkkkk;Negatif
-1;lebih seru dari pada bigmouse mirip coi doha ente;Negatif
-1;akun akun yang aneh mending geser dulu woyy pake segala ngetag;Negatif
-1;wtb tiket konser yang retro dong;Negatif
-1;kalo kamu udh ga di butuhin pergi jgn ngemis cari yang sama sama butuh;Negatif
-1;yang bilang bjorka pengalihan isu ini udah dijawab kalian percaya ga gengs tantri namirah innalilahi suami pssi munir;Negatif
-1;tak terduga pengusaha kaya raya ini mengaku sebagai hacker bjorka;Negatif
-1;haha terlalu jujur tapi bagus juga;Negatif
-1;pembohong dipercaya;Negatif
-1;wisangel angel angel masseeh harus diruwat oleh;Negatif
-1;yg lebih bikin gwa heran kan di pom udah terpampang jelas di larang main hp lha ini skarang malah wajib pakek hp;Negatif
-1;otak mu yg kena suspendwkwkwkwk;Negatif
-1;gak bisa diam ini narasi tak mute mau;Negatif
-1;temen gua ada yang jago hangker juga bang kaya lu nih orang nya;Negatif
-1;udah ada yg baru ya yg kemaren kena suspend;Negatif
-1;saya yakin sih rasanya luar biasa ya itu impian beliau sejak kecil pas diasuh simboksimboknya main ayunan sambil makan daging dan minum susu;Negatif
-1;ini referensi dan alur berpikirnya orang lokal;Negatif
-1;kan capek jg bestie si bjorka teh bisa lieur juga kan dia orang;Negatif
-1;coba bilsng sendiri bestie wkwk;Negatif
-1;kalo bjorka tidak membahayakan yg kek dibilang mahfudz md dan ga merugikan negara gaperlu ditangguhkan lah;Negatif
-1;akun twitter bjorka di suspend;Negatif
-1;jokowi mengaku sangat berduka atas meninggalnya ratu elizabeth ii hobi heker senin munir ariel;Negatif
-1;hoak anjg;Negatif
-1;itu ada di foto atas mbak tinggal ketik di browser;Negatif
-1;tak ada yg tahu si bjorkanism ini usia berapa cow apa cew;Negatif
-1;buset dah becandannya;Negatif
-1;mending cabut aja lah aturan wajib vaksin;Negatif
-1;wkwkwk ngakak bgt tolong kalo dia ga ngerti englishku bisa pake gugel translate kok;Negatif
-1;ilang lqgi cukkk;Negatif
-1;aq aja bru saja di wa orng india sales on shop asu parah;Negatif
-1;pandaikah anggota banseransor nahdlatul ulama ternyata tidak karena di otak mereka sama seperti para anakcucu pki yang menyusup ke dan masih kalian percaya mereka sama dungunya;Negatif
-1;tidak ramah bintang;Negatif
-1;udah disebarin sama doi bang biar si densi nggak ngambek;Negatif
-1;paling balik lagidia kan hacker;Negatif
-1;walau di ganti akan tetap sama cuma di dari partaibuka ahlinya;Negatif
-1;behind bjorka bjorkanism bjor lain;Negatif
-1;ngeri sih ini;Negatif
-1;makanya pantengin grup telenya biar tau mana yg asli palsu;Negatif
-1;kasian deh lu ndruunnn;Negatif
-1;yang dicaricari ternyata;Negatif
-1;gw curiga si ngebobol data dr pdn mungkin pdn persiapan yg masih lemah security system nya;Negatif
-1;kamu sendiri;Negatif
-1;bejokadrun lebay;Negatif
-1;berita kripto indonesia dampak positif aset kripto terhadap ekonomi indonesia;Negatif
-1;awal pekan yang cerah intip kurs dollar ke rupiah hari ini;Negatif
-1;berita kripto hari ini bursa kripto hadir bantu antisipasi pencucian uang;Negatif
-1;iiyaaa makanya aku bilang dia muka pantat panci;Negatif
-1;seneng dong dia mana peduli ama rakyat si pantek ini;Negatif
-1;orang tewas berbenturan usai lompat dari papan meter kolam renang di semarang selengkapnya;Negatif
-1;datanya sdh dibuang ke laut;Negatif
-1;bang minta data temen gua yg rese buat pinjol;Negatif
-1;rekomendasi outfit denim overall celana kodok korean style link shopee;Negatif
-1;jangan kasih kendor;Negatif
-1;rekomendasi kacamata keren termurah nih bestie cuma k link;Negatif
-1;di tukang foto kopi ktp tidak memuat nomor telepon nama ibu nama ayah pendidikan email no kk serta data vaksin;Negatif
-1;buzzer goblok makan tai aja sono;Negatif
-1;kalo d ewe sama kontol sepanjang ini gmna rasa nya yaa ysego;Negatif
-1;sebegitu banyaknya simpatisan bjorka ini yg gatau mereka sadar atau tidak secara tidak langsung data mereka bisa jadi juga yg dileak oleh bjorka;Negatif
-1;baca dan ikuti selalu untuk info terbaru tentang krisis komunikasi lainnya ysego ysego;Negatif
-1;saya kira sich hacker pro gak akan sering berkicau apa yg akan dilakukan gak akan bercicitcuit topik ksna kmari;Negatif
-1;bypas anti bannya bisakah;Negatif
-1;ngeri si lo bro bjorka aja kalau buat akun dan grub tele pakai ke amanan yg ketat sedangkan lo tinggal buat fake nya bjorka awas lu target pemerintah ntar padahal lu bukan bjorka istilah nya lu ngaku ngaku jadi bigmouse jadi kau yg di incar ntar wkwkwkw;Negatif
-1;ia kata siapa om jim dari bin gw hanya ngejelasin di indonesia jga banyak hacker yg lebih jago contoh disini ngab;Negatif
-1;yg asli bjorkanism bukan bjorkanesm ts goblok;Negatif
-1;oalah kirain bisa di share sama semua orang ini apakah bakalan kena kode etik karen share hasil dri pcare vaksin;Negatif
-1;tas diaperbag aesthetic cek disini;Negatif
-1;babon dilahan sawit yang terbengkalai;Negatif
-1;bjorka senggol anies baswedan terkait banjir dan macet apakah untuk jawab tantangan denny siregar denny siregar anies baswedan;Negatif
-1;bobol harun masiku gak bro;Negatif
-1;supra bapack meronta ronta;Negatif
-1;berarti keamanan twitter lebih baik dari pada pemerintah kita canda;Negatif
-1;respect keren emang harus gtu bang;Negatif
-1;ketar ketir ga tuh sudah nepati tantangan tentang anis wkwkw;Negatif
-1;sapa sih dia;Negatif
-1;baru saja bjorka memb corkan d ta milik berikut dat nya;Negatif
-1;bisakah anda membobol pajak anggaran dana hasil sitaan berupa uang dan lainnya di alokasikan kemana;Negatif
-1;ruby alamsyah presiden jokowi harus tegas tangani kasus hacker seperti bjorka;Negatif
-1;bikin panik;Negatif
-1;pembawaan yang tenang dan humoris di depan wakil mpr di masanya;Negatif
-1;ketar ketir gak tuh mereka;Negatif
-1;sangat mewakili;Negatif
-1;ya gak karena bjorka pak emang mentrinya aja yang idiot ga becus;Negatif
-1;rtp slot gacor kembarrtp liga kembar;Negatif
-1;dear bisa spill orang yang kerjaannya ngomongin di belakang ga;Negatif
-1;dah hilang;Negatif
-1;hanya ada di era saat ini jokowimembangunnegeri follow me;Negatif
-1;keknya sejarawan akademisi collab dengan niscaya akan jadi sejarah alternatif yang baru;Negatif
-1;omongan bjorka udh ad buktinya omonganmu yg gk ada;Negatif
-1;argumen template kalo udah mentok siap si paling;Negatif
-1;ini langsung di take down akunnya parah;Negatif
-1;'you are the cause' maksudnya apa ya;Negatif
-1;bjorka gapunya twiter selain yg di suspend ya warga indo real nya bjorkanism bukan bjorkanesm atau bjorqanism;Negatif
-1;aktif lagi nih hacker;Negatif
-1;wis mbuh ambyar kabeh nek ngene terus;Negatif
-1;dan goblkk nya lo hasil pajak di bayar untuk orang seperti ini yg gobllk lo ato eko kunted tolollll;Negatif
-1;gara gara di lokno tonggo anak pengangguran gak trimo to aku dadine aku langsung ngelamar kerjoketrimosering lembur munggah jabatannyambi usaha sampek akhire sukses iso tuku omah karo mobil dadi ngunu rencanakusa iki sek magerape rebahan sek;Negatif
-1;salah jurusan;Negatif
-1;tersambo sambo nanti;Negatif
-1;badan intelijen negara bin sejak awal langsung menepis kabar ihwal bocornya dokumen suratmenyurat antara bin dan presiden jokowi bagaimana bin menjelaskan keamanan dokuman lembaganya;Negatif
-1;udah di suspend ayo bikin akun lagi;Negatif
-1;dapet vt dari tiktok beri salam kepada bu dan kelompok nya apa tanggapan kalian guyss;Negatif
-1;p k t l ngk p m nd b nu s p n dari b g d s sm;Negatif
-1;jilb bs m n di gubuk;Negatif
-1;prediksi singapore tutup wib dan result wib selasa dan jumat tutup senin;Negatif
-1;oh iya deng baru nyadar soalnya kemaren rasanya usernamenya bjorkanism;Negatif
-1;spotify individual plan bulan k family plan bulan k t spotify murah spoti murah mau beli spotify bjorka;Negatif
-1;akun fake itu;Negatif
-1;akun ini juga menyebar data pribadi dirjen aptika kominfo semuel a pangerapan;Negatif
-1;format data pribadi yang disebar berupa rincian memuat nama nomor telepon alamat pekerjaan hingga catatan id vaksin;Negatif
-1;daftar hacker paling berbahaya dan siapakah sosok hacker viral saat ini;Negatif
-1;alternatif lain buat yang males bawa payung atau jas hujan nih jaket parasut anti air by shopee kasus sambo bjorka fandom hug suami munir senin for free ios happy birthday my love;Negatif
-1;ini bener akun asli kedua bjorka selain yg disuspend yg lain bukan;Negatif
-1;bagaimana rasanya ibu suri;Negatif
-1;ini dia ngomong dimana;Negatif
-1;partai ini tu mantan ketumnya pembunuh hakim ketum yg sekarang pembunuh aktivis;Negatif
-1;min ini apa user admin pw;Negatif
-1;hahahailmu belajarmu kurang jauh jim turun kalau ada perintah dari presiden ri kalau belum ada perintah ya ngopi aja dulu brow;Negatif
-1;sudah ada yang baru kaka;Negatif
-1;tak gentar lokasi dan keberadaannya diburu hacker bjorka menunggu digerebek pemerintah indonesia;Negatif
-1;uda ada yang baru bang;Negatif
-1;ini akun twitter barunya pokoknya kalo ada apa lagi sama akun twitter or telenya tinggal pantau aja link ini semuanya bakal di update di sana;Negatif
-1;bo nya pake duit pajak jg;Negatif
-1;pak luhut apa kabar;Negatif
-1;bongkar kasus km;Negatif
-1;yg katanya heker bjorkanism coba buka kasus sambo deh;Negatif
-1;itu juga akun fake yg lu post bro malu lah akun real nya bukan wkwkw slebeww;Negatif
-1;bjorka hacker polandia rasa indonesia incar presiden jokowi luhut b pandjaitan erick thohir johnny g plate puan maharani denny siregar bjorka adalah it buzzer mca dan saracen dia kadrun imigran yaman indonesia heker;Negatif
-1;bagaimana caranya menjadi white hacker tolong ajarkan saya;Negatif
-1;ismail fahmi akun bjorka ada unsur perlawanan pada politik orde baru kalahkan cuitan tentang sambo dan jis;Negatif
-1;outfit remaja kekinian senin;Negatif
-1;hah apasih ganyambung;Negatif
-1;macam gak ada lagi orang hebat indonesia yg bisa memimpin kominfo;Negatif
-1;suspend dan baru nya;Negatif
-1;join chanel bjorkanism yang ga bisa diss kan coba cari chat ini yang dikirim kemarin trus klik linknya linknya bakal ngarahin ke chanel yang baru;Negatif
-1;lagi scroll trending eh ada aja yg open vcs;Negatif
-1;bagaimana jika adalah titisan dari fredi samba wkwk;Negatif
-1;akunnya udah hilang soalnya ini urusan kestabilan politik internasional;Negatif
-1;cek akun baru bjorka;Negatif
-1;cuma ada yg asli yg lain fake kalau mau follow yg fake ya monggo saya mah engga;Negatif
-1;tiati bg katanya data yg di bocorkan bjorka gk boleh di sebarluaskan ntar di pidanakan;Negatif
-1;sebagai hacker insyaallah dia akan kembali subhanallah;Negatif
-1;akunnya ilang cuyy;Negatif
-1;tidak gitu;Negatif
-1;akunnya ilang anjir;Negatif
-1;bener kirain cuma di twitter ternyata di tele jg;Negatif
-1;baru tipis tipis di iris ama mas;Negatif
-1;ada dong ikut mantau seru;Negatif
-1;coba bongkar kasus lainnya;Negatif
-1;gilss sihh ahahah;Negatif
-1;twitter hacker bjorka mendadak hilang netizen beri reaksi begini;Negatif
-1;ibu pake smartpren bukan sih nomernya;Negatif
-1;direport mungkin wkwk;Negatif
-1;sudah kebiasaan penampakan kedunguan yang selalu di tonjolkan;Negatif
-1;kalau di inget inget cara kominfo cegah kocak banget wkwkwkwkw;Negatif
-1;nangis;Negatif
-1;noh hacker kelas codot pujaanmu tumbang;Negatif
-1;klo soal durasi kaga tau coba lu tanya sama kadrun;Negatif
-1;terima kasih tolong bongkar asal usul harta pejabat spt yg bulan menjabat harta naik belasan kali lipat sekalian data pemilu hasil pilpres yg diduga kuat ada manipulasi;Negatif
-1;baru tau pp animasi dibilang wibu;Negatif
-1;basi bojog;Negatif
-1;lah kok liang;Negatif
-1;rahasia jokowi yg tdk diketahui orang ialah kebohongan selanjutnya yg msh diproduksi dlm otaknya;Negatif
-1;biasa bang wibu caper itu;Negatif
-1;dotslot situs hiburan dan auto profit untuk adu keberuntungan link;Negatif
-1;ntr pasti buat lagi dia udah ngasitau di tweet nya bakal di suspen hanya hacker ayam sayur kalau diblok sama tweet langsung keder;Negatif
-1;tag bang klo ada info akun baru nya;Negatif
-1;ganti wa dia;Negatif
-1;hah aman terus w aja tibatiba masuk parpol itu gimana amannya;Negatif
-1;sudah divonis bebas ma;Negatif
-1;gawe heboh terus ngilang terus comeback aku yakin bakale ngono mas;Negatif
-1;atut mati desi;Negatif
-1;mungkin bang deni belum sempet beli rumah karena duitnya habis dibuat pijet;Negatif
-1;hai resty kamu muncul disaat si bjorkanism menghilang apakah dia si jajang;Negatif
-1;breaking news akun bjorka kena suspended sang hacker twitter harusnya malu via;Negatif
-1;itu artinya opo mas;Negatif
-1;lohh cepat kali bah;Negatif
-1;entah kenapa gw suka ni orang respect;Negatif
-1;bjorka dari garut tuh om;Negatif
-1;dukun;Negatif
-1;channel telegram bjorkanism jg ilang sih wkwkwwkkw;Negatif
-1;itu waktu blm update;Negatif
-1;bisa bukain pintu hatinya nggak susah bener buat masuk;Negatif
-1;janganjangan itu gimik haha;Negatif
-1;btw telegramnya bjorka ilang jg akhirnya;Negatif
-1;fix dia orang indon;Negatif
-1;fokus ke bbm jgn mau di tipu dgn penggiringan opini hacker hacker bjorka muncul di tengah panasnya kenaikan bbm kenapa skrg media pada britakan hacker bjorka hati hati oligarki itu picik;Negatif
-1;hekernya kena suspen pemerintah kak;Negatif
-1;wong di suspend juga;Negatif
-1;akun twitter bjorka dan grup bjorkanism hilang;Negatif
-1;kenapa malah berterima kasih di tangguhkan akunnya;Negatif
-1;akun twitter hacker bjorka mendadak hilang bjorka denny siregar sambo anies malang uu ite boruto puan;Negatif
-1;sakalian info loker mi pang tanyakeun;Negatif
-1;jirr telegram nya pun hilang;Negatif
-1;demi apa dia berani banget sih;Negatif
-1;tadi pagi baru share dalamg pembunuhan munir dan sekarang akunnya di blokir;Negatif
-1;dylanda nyesek yak;Negatif
-1;ntik ta serlok mas bnyk ko yg meet up cuma ga di aplot aja;Negatif
-1;sehat terus ya akun ama adminnya kak samaan kak aku juga kena loh di suspend permanen jangan di hack bjorka ya;Negatif
-1;udah ilang;Negatif
-1;pdhl saya gak follow;Negatif
-1;kena mental om;Negatif
-1;hekel internasyinel koq akunnya bisa suspend tololll;Negatif
-1;deni sialan main report;Negatif
-1;keknya bukan abang ini bjorka ini neng;Negatif
-1;lah elo cebong kelas gorong;Negatif
-1;halu teruuuuuus macem orang penting aja lau;Negatif
-1;akun ilang yaaa;Negatif
-1;buzzerp anjng si banci kaleng yg diidolakan manusia dungu;Negatif
-1;pandemi;Negatif
-1;keknya begitu pluit harga naek semua bujer dan tim sorpa sorpe pada di briefing deh betul begitu ya bong;Negatif
-1;njir malah airdrop;Negatif
-1;btw hbd bu banteng;Negatif
-1;jaman kayak gini gak bakalan brani transfer cash pakai karung;Negatif
-1;akun ilang;Negatif
-1;heker gadungan pembuat gaduh negara tangkap;Negatif
-1;gimana tuh bisa kesitu bong kayanya ngebet banget takut ketuaan yak eh ketauan ding;Negatif
-1;dah liat kan akun hacker hilang masak akun hacker bs hilang;Negatif
-1;jadi terbuka semua pembodohan;Negatif
-1;akan ada lanjutannya sepertinya gak akan berhenti sampai disini;Negatif
-1;walah akun bjorka udh d suspend;Negatif
-1;yah kok akun pemecah belah yg satu ini ga ditangguhkan jg;Negatif
-1;berterima kasih kepada;Negatif
-1;yaah akun agan bjorka di suspend euy;Negatif
-1;ya gpp suka gw bang gw gak ada rugi gak peduli mau orang indo atau orang luar sih wqwq trus kalo misal diakhir ada video minta maaf ya kenapa kalo gak ada kenapa negara gw tetep berantakan kan emang wqwq;Negatif
-1;akunnya ilang;Negatif
-1;daripada soal bjorka gw mending ke bjorlin aja dah;Negatif
-1;ngakak;Negatif
-1;gak lahh kan doxing gak dishare di twitter tapi di forumjustru yg up data doxing akun biasa;Negatif
-1;gas pindah tele;Negatif
-1;buru siharun ajh dulu dah bertahuntahun baru;Negatif
-1;istana panik akun disuspend;Negatif
-1;akun twitter udah lenyap tapi saya yakin akan ada akun bjorka lainnya yg muncul;Negatif
-1;lah kan aq tkg kebun nya;Negatif
-1;nangis sih liat ada yg nyanyi di saat lagi menyampaikan aspirasi;Negatif
-1;kmu ngapain jg disitu owel cari;Negatif
-1;kayanya pake email yahoo;Negatif
-1;ayo kerjain balik twitter klo bisa ehh;Negatif
-1;ahh yang bner km minh;Negatif
-1;topi putih;Negatif
-1;pasukan pjka bang;Negatif
-1;sekali aja bjorka spill anaknya banteng merah anaknya banteng merah cs banget ama admin twitter;Negatif
-1;sodara w kaga bisa naik kereta gegara belom vaksin ke;Negatif
-1;ihk si abang mah gitu sieeh gak asik deeh baru aja buka dikit eehhh ude di tutup lagi;Negatif
-1;tenang tenang pas akun baru muncul semua data petinggi di bocorkan;Negatif
-1;ada yg report akun dia ke twitter kykny;Negatif
-1;hacker ya ngga baca itu om;Negatif
-1;suruh buktiin mereka dibooster vaksin yg sma kaya kita dong biar adil;Negatif
-1;hahaha pengalihan issue lagi;Negatif
-1;akunya tewas hahahahaha;Negatif
-1;perlu bjorka ngasih tau lokasi jokowi sunat apkh di bogem;Negatif
-1;ente hacker tai kucing turunan taek;Negatif
-1;suspend permintaanakut bocol lg bocol lg;Negatif
-1;da ilang qis wkwk;Negatif
-1;cuitan terakhir masih sama cuma gak sempat liat isi tweet balasan dia sih kalau ada keburu disuspend sama konoha;Negatif
-1;emang kampret;Negatif
-1;ah gampang bikin baru lagi hehehe;Negatif
-1;blm ke update berarti data lama;Negatif
-1;akunnya bjorkanism ilang gess;Negatif
-1;ilang akunnya pu;Negatif
-1;hahaha jd oweliah dong gak lah malah owel tuh justru sllu pk ac alam bwh pohon suejuk bgt;Negatif
-1;bungkam sementara;Negatif
-1;klo gak bs english pake bahasa aja kontol;Negatif
-1;data untuk calon yang diusung partai tersebut siapa hayo;Negatif
-1;begini firasat keluarga bjorka sebelum;Negatif
-1;akun bjorkanism ke suspend;Negatif
-1;okeyy ada yang keliru dengan twit gw;Negatif
-1;padahal lagi jadi artis ini serunya jadi berkurang dong lol;Negatif
-1;payah ditekan sama pemerintahan tidak ada kebebasan berbicara;Negatif
-1;waitinghiburan bgt liat ulah si bjorka;Negatif
-1;dihh siapa itu;Negatif
-1;harusnya gaboleh naik pesawat sama kereta api tuh;Negatif
-1;mau ikut pake jilbab tapi ya ikut rombongan emak wkwkwk mana panas an lagi motoran ga kuat owel biasa ac an;Negatif
-1;setuju kalau yg ini new hero;Negatif
-1;najis balikin akun;Negatif
-1;hlah akunnya ke suspend;Negatif
-1;emprit ka beliau kembangkan sendiri;Negatif
-1;klo diangkat blng mampus aj bro;Negatif
-1;masyaallah ini serius mau confirm ke tapi udah di suspend ini asli real dari bjorka;Negatif
-1;yahakunnya suspend;Negatif
-1;yah kasihan kena banner report buzzerp;Negatif
-1;bobol akun domino bisa gk mas;Negatif
-1;saampe ilang;Negatif
-1;savage kurang dari x jam followers twitter nya tembus k;Negatif
-1;mei di hongkong sudah vaksin ke vaksin ke kemaren tanggal september;Negatif
-1;penyebab akun bjorkanism hilang;Negatif
-1;diboster dlu bu biar pinter nanti ngurus negara nya yok;Negatif
-1;akhirnya gue paham kenapa berpesan 'stop being idiot';Negatif
-1;nembak juga bisa gak harus boster yg penting duit;Negatif
-1;dia mau bocorin datanya si ketua benteng merah;Negatif
-1;bjorkanism tumbang juga sayang euy belum semua ke spill;Negatif
-1;ada kakk vsco x ready bulan k tahun k note akun dari aku bisa untuk android dan ios sertakan email cust dalam form fitur unlock semua filter;Negatif
-1;di suspend;Negatif
-1;sayang akun suspend;Negatif
-1;yah mana lagi seru nya malah ilangg;Negatif
-1;bjorka itu hacker megalomaniak yang overclaim tapi dia berhasil manfaatin kondisi sosiologis sekarang ketika masyarakat pesimis sama pemerintah apalagi kominfo kalangkabut kenaikan bbm ditambah tingkat literasi orang indonesia yang gak bisa dikatakan baik;Negatif
-1;ga juga itu orang orba sekarang pun di berkarya;Negatif
-1;masuk galeri kak;Negatif
-1;aku baru on twitter nih habis dari kampung;Negatif
-1;waduh account game over panik bjorka anies uu ite malming malam minggu;Negatif
-1;yaudah iyaa bang lu paling the best pokoknya;Negatif
-1;aku ngecek di getcontact valid seh tag name nya tapi pas data puwan berasa diprank cekidot bun;Negatif
-1;akun tangguh yang ditangguhkan;Negatif
-1;suara rakyat di bungkam dn suara netizen di tangguhkan apakah bjorka akan menggila dn akan lebih serius atau makin panas heheh tidur dulu dah;Negatif
-1;akunnya ke suspend;Negatif
-1;bagus dong tkg boong dibohongi;Negatif
-1;sudah di suspend;Negatif
-1;belum ada yg bisa bobol twitter;Negatif
-1;follow tele nya kak aman semua data masih tersaji dengan lengkap;Negatif
-1;ga ngerti ya saya malah baru tau tentang bjorka hari ini;Negatif
-1;masyarakat cebong yaato masyarakat banteng;Negatif
-1;senyum senyum sendiri aja liat tingkah bjorkanism;Negatif
-1;kalau benar bukan wni ternyata seisi dunia orang benci sama buzzer;Negatif
-1;kok doxing kata bin kan palsu;Negatif
-1;berangkat kawan nyenggol anak kesayangan mama ega;Negatif
-1;udah gak seru lagi klo gini akunnya ditangguhkan;Negatif
-1;njir;Negatif
-1;baru juga mau seru malah ilang duluan;Negatif
-1;lah anjir akunnya kena sus wow;Negatif
-1;kita liat saja reaksi;Negatif
-1;bisa ga pake bahasa indonesia aja biar gue ga pusing bacanya;Negatif
-1;lah anies emang ngerugiin kita wahai buzzer klo ketar ketir bilanggg;Negatif
-1;menantikan serangan susulan;Negatif
-1;cepat sekali akun ditangguhkan twitter sudah pasti atas permintaan pemerintah indonesia;Negatif
-1;bagaimana hidup menggunakan uang pajak ttd;Negatif
-1;tumben gk nagar gk ada pesanan nih buat framing teror sama radikal ke;Negatif
-1;akun twitter bjorka ditangguhkan karna melanggar peraturan twitter;Negatif
-1;yaampun dongeng on the spot trans jangan dibawa kesini ah malu gua bacanya wkwkwk;Negatif
-1;tinggal bikin lagiapa susahnya;Negatif
-1;data yg ril itu nik dkk ya yg supersemar dkk ya idk;Negatif
-1;data pribadi luhut binsar pandjaitan gak bisa dijebol;Negatif
-1;hoax mulu;Negatif
-1;gasuka angka;Negatif
-1;gimana ini belum sehari udah suspend;Negatif
-1;wkwkw coba ngaca dulu situ aja ngetik masih menggunakan spasi pada tanda koma lmao;Negatif
-1;ilang akunnya;Negatif
-1;sudah hilang rasa kepercayaan masyarakat kepada kominfo wkwk;Negatif
-1;ilang weh;Negatif
-1;akunya udah di non aktifin malahan wkwk;Negatif
-1;berak sekebon;Negatif
-1;kalo mau mendelete akun sosial media seseorang kewenangan itu sepenuhnya berada di tangan orang it yg bekerja di perusahaan media sosial tersebut jd kalau mau hal itu terwujud maka pertama dia harus menghack twitter dulu baru setelahnya bisa mendelete akun orng tersebut;Negatif
-1;sini ka aku bantu retas pinjol ilegal biar pinjolnya lunas;Negatif
-1;padahal lagi seruserunya wehh;Negatif
-1;kalo gw sih ga peduli ya cuma mau liat endingnya aja ntar kek mana jangan sampe ntar kena plot twist wkwk;Negatif
-1;iya baru juga saya post wkwk;Negatif
-1;setidaknya dia telah membuka borok oknum pjbt di negara wakandaeike seh woles ajabiar para pjbt jg pd mikirkok bisa di bobolsama sistem keamanan mereka care;Negatif
-1;turut berdukacita;Negatif
-1;akhirnya kasus sambo perlahan menghilang;Negatif
-1;parah di teriakin;Negatif
-1;can u reveal all the misteri indonesian poeple more intersting with the misterius data below bisa jadi ini anonym ada d indonesia tp pake ip negri wanokuni;Negatif
-1;siapa yang tanam padi ujanujan;Negatif
-1;hebatan dari;Negatif
-1;baru juga follow akun dah ngilang aja;Negatif
-1;gw malah ga tau filmnya;Negatif
-1;yahh kesuspend padahal lagi seru;Negatif
-1;hahaha otak gak tau sejarah disabi nih;Negatif
-1;akun udah kena setrap burung biru;Negatif
-1;ga usah malu ih abang anggap aja cm kita berduaga ada yg lain;Negatif
-1;akunnya skr ilang;Negatif
-1;bisa gak bongkar kemana fee formula e ditransfer;Negatif
-1;yah ilang akunnya;Negatif
-1;beda kak akun aslinya;Negatif
-1;tonton ajaa udah;Negatif
-1;temennya bonge jangan jangan wkwkwkwk;Negatif
-1;akun dgn bendera indonesia dan nomor togel dipastikan buzzer;Negatif
-1;serem bgt akunnya ke suspen langsubg;Negatif
-1;udh d petir akunnya;Negatif
-1;apa bg group tele nya;Negatif
-1;halah;Negatif
-1;bilangin di channel telenya donk suruh pake ht zonauang;Negatif
-1;yg bilang siapa coba baca lagi tuh koment kedua wkkww kadrun mana ada yg pinter akun hacker palsu kog di percayamwkkwkwkw;Negatif
-1;pantesan nyari gak ketemu;Negatif
-1;kau loh yang ngajari aku main ituu;Negatif
-1;kali aj butuh xixixix;Negatif
-1;tai bgt wkwk;Negatif
-1;aiiiiihhh membekas nih bang;Negatif
-1;ke bank luar negeri terus tanya mr mau tanya saldio si sontoloyo berapa di bank anda terus orang banknya bilang silahkan duduk minum kopi atau teh sebentar saya release kepada anda berapa saldo nya gitu ya kira;Negatif
-1;bjorka sentil denny siregar bagaimana rasanya hidup pakai uang pajak orang indonesia via;Negatif
-1;tolong dong ganti ipk gua jadi;Negatif
-1;akun dah ditangguhkan;Negatif
-1;akun ilang bang;Negatif
-1;coba dichek nasib si hekel masih hidup gak akunya;Negatif
-1;tiidak mungkinn heker handal gampang suspended apa ini;Negatif
-1;gw mikir nyaa bjorka buat alasan gitu untuk viral ajakrn tujuan utamanya mau bantu rakyat indo semoga dia baik dan membela keadilan;Negatif
-1;data si johny g plate puan maharani erick tohir samuel abrijani pangerapan denny siregar dll disebar di telegram channel bjorka;Negatif
-1;bosnya densi siluman broga ada datanya;Negatif
